Baseflow,Evap,Flow,Infiltration,Lday,Melt,Pet,Prcp,Rainfall,Snowfall,Surfaceflow,Temp,SoilWater,SnowWater
0.02044773807786659,0.036135943790145994,0.02044773807786659,3.1,0.4719996527777777,0.0,0.04740812325412985,3.1,3.1,0.0,-0.0,6.08,1303.0043,0.0
0.02172082814310687,0.048095899105908516,0.02172082814310687,4.24,0.4701513888888889,0.0,0.06292465305723906,4.24,4.24,0.0,-0.0,10.530000000000001,1306.6113,0.0
0.024494608431686677,0.05226193528735725,0.024494608431686677,8.02,0.46799976851851854,0.0,0.06800161205186026,8.02,8.02,0.0,-0.0,11.834999999999999,1313.7886,0.0
0.029684636773517174,0.03933478503101046,0.029684636773517174,15.27,0.463999537037037,0.0,0.050737974835134536,15.27,15.27,0.0,-0.0,7.38,1325.2654,0.0
0.035961706318954394,0.033486852321630185,0.035961706318954394,8.48,0.463999537037037,0.0,0.042824538824485184,8.48,8.48,0.0,-0.0,4.8,1336.7212,0.0
0.03852432144749904,0.03467407894632092,0.03852432144749904,0.0,0.46,0.0,0.044206869173992885,0.0,0.0,0.0,-0.0,5.41,1340.832,0.0
0.03837774108050883,0.036950779343033875,0.03837774108050883,0.0,0.45920532407407405,0.0,0.047117492803087115,0.0,0.0,0.0,-0.0,6.405,1340.6044,0.0
0.03900934917418657,0.03988920531521848,0.03900934917418657,2.1,0.45599953703703705,0.0,0.05082744291540995,2.1,2.1,0.0,-0.0,7.675,1341.5792,0.0
0.03982533956854095,0.03428026764266105,0.03982533956854095,3.55,0.45200810185185186,0.0,0.043640231186020804,3.55,3.55,0.0,-0.0,5.48,1342.8156,0.0
0.04073426335231651,0.030418733347522032,0.04073426335231651,0.0,0.452,0.0,0.03868550967135766,0.0,0.0,0.0,-0.0,3.67,1344.1632,0.0
0.0449326696206143,0.026196476958331043,0.0449326696206143,10.659999999999998,0.4480001157407407,5.741167215525164e-17,0.03317121735388138,10.66,10.659999999999998,1.7752466163756253e-15,-0.0,1.5299999999999998,1350.0215,1.148235e-16
0.05416447179292039,0.03461199430812773,0.05416447179292039,12.3,0.4480001157407407,7.441327378438883e-17,0.04346803563782685,12.3,12.3,0.0,-0.0,5.555000000000001,1361.1808,1.4882655e-16
0.0604774469212686,0.03181999659424678,0.0604774469212686,1.17,0.4440001157407408,4.45700431951863e-17,0.039769300761967476,1.17,1.17,0.0,-0.0,4.35,1367.7646,8.9140086e-17
0.061337209251291276,0.02653275401815797,0.061337209251291276,0.26,0.44166932870370373,2.5898451037946356e-17,0.03314076761433823,0.26,0.26,0.0,-0.0,1.725,1368.6077,5.1796912e-17
0.06138311394163701,0.025466414167824025,0.06138311394163701,-6.484400300757912e-17,0.4400003472222222,-6.484400300757912e-17,0.03180781621464186,0.0,0.0,0.0,-0.0,1.1800000000000002,1368.6523,-1.2969365e-16
0.06129334343473556,0.023979289861171604,0.06129334343473556,-1.8953655003800793e-17,0.43611064814814815,-1.8953655003800793e-17,0.02995229524361278,0.0,0.0,0.0,-0.0,0.43500000000000005,1368.565,-4.074371e-17
0.06121071037452063,0.029060991411302462,0.06121071037452063,0.01000000000000036,0.43600011574074077,3.597793089890598e-16,0.0363019357636958,0.01,0.01,0.0,-0.0,3.26,1368.4844,7.195586e-16
0.06137709169759048,0.040663372808003,0.06137709169759048,0.19000000000000059,0.43200000000000005,5.922374428467706e-16,0.05078919308037054,0.19,0.19,0.0,-0.0,8.5,1368.6465,1.1844749e-15
0.06218605570249395,0.043113656532676445,0.06218605570249395,1.8800000000000006,0.43194837962962956,5.809311941272608e-16,0.05381888637754046,1.88,1.88,0.0,-0.0,9.405000000000001,1369.4285,1.1618624e-15
0.06381419375091894,0.031303302044045814,0.06381419375091894,0.9100000000000001,0.428,1.5830994168112675e-16,0.039031998799542715,0.91,0.91,0.0,-0.0,4.62,1370.9719,3.1661988e-16
0.06547532248535609,0.025699767358291346,0.06547532248535609,1.7099999999999997,0.4261517361111111,-3.164690870539219e-16,0.03200913617183593,1.71,1.71,0.0,-0.0,1.7399999999999998,1372.5066,-6.329383e-16
0.0664088506415734,0.024515126648836007,0.0664088506415734,0.3599999999999961,0.42400011574074076,3.364313427643263e-16,0.030514865623954918,0.36,0.35999999999999577,4.216627047526344e-15,-0.0,1.1149999999999998,1373.352,6.7291876e-16
0.06657058069326846,0.023324224718921746,0.06657058069326846,1.3164120656636498e-15,0.42121863425925926,1.3164120656636498e-15,0.0290294363465658,0.0,0.0,0.0,-0.0,0.4850000000000001,1373.4973,2.7523107e-15
0.06647865889110306,0.027071709892297964,0.06647865889110306,1.737177436287024e-15,0.41999976851851856,1.737177436287024e-15,0.03369559789321018,0.0,0.0,0.0,-0.0,2.71,1373.4148,3.4743549e-15
0.06689207850624213,0.024688104349632447,0.06689207850624213,0.19000000000000125,0.4164640046296296,1.3021743483139297e-15,0.03072049183091371,0.19,0.18999999999999995,6.328271240363393e-17,-0.0,1.4749999999999996,1373.785,2.6043546e-15
0.07720702386068337,0.03032265781796045,0.07720702386068337,12.62,0.4159996527777778,7.67646848915706e-16,0.037498043647455105,12.62,12.62,0.0,-0.0,4.445,1382.3495,1.5352937e-15
0.08723695082687936,0.024184876655255597,0.08723695082687936,2.989999999999455,0.4121109953703704,-5.232365162995635e-13,0.029750869318456406,2.99,2.989999999999978,2.2241097852315762e-14,-0.0,1.16,1389.6436,-1.0465286e-12
0.08940466194235906,0.020669572653384705,0.08940466194235906,0.21998282452947335,0.41200046296296294,-4.086990049376071e-6,0.02539974877796454,0.22,0.2199869115195227,1.3088480477296827e-5,-0.0,-1.1199999999999999,1391.1094,-4.4679505e-6
0.08939917970787908,0.019709030534562504,0.08939917970787908,-2.62049037446506e-8,0.4080084490740741,-2.62049037446506e-8,0.024219452935945362,0.0,0.0,0.0,-0.0,-1.66,1391.1057,0.00039878316
0.08924088829123827,0.022153986418208038,0.08924088829123827,-0.03656485961617908,0.40794895833333333,-0.03656485961617908,0.02722600965654467,0.0,0.0,0.0,-0.0,0.020000000000000018,1390.9999,0.0017777964
0.08899478964649858,0.02442940349645396,0.08899478964649858,0.010610408170012447,0.40399999999999997,0.0006104081700124486,0.030025929797409916,0.01,0.009999999999999998,1.1102230246251566e-18,-0.0,1.5850000000000002,1390.835,0.001213455
0.09002246050509102,0.024224714182191815,0.09002246050509102,1.4703655575998078,0.4037145833333334,0.0003655575998082674,0.029759677007060958,1.47,1.4699999999999995,4.8960835385969405e-16,-0.0,1.465,1391.5206,0.00072846375
0.09090782366554988,0.0198305400577473,0.09090782366554988,-7.673373151891287e-7,0.40000023148148145,-7.673373151891287e-7,0.02435127568549634,0.0,0.0,0.0,-0.0,-1.3,1392.1051,-0.0005471599
0.09075075640227546,0.016003957143221895,0.09075075640227546,7.0572397925516835e-12,0.39971435185185183,-0.0,0.019653810944587603,0.03,7.0572397925516835e-12,0.02999999999294276,-0.0,-4.3100000000000005,1392.0018,0.015104604
0.09155247585584717,0.023232286563019323,0.09155247585584717,1.5605545592410723,0.3960082175925926,0.10055455924108797,0.028519867354775682,1.46,1.4599999999999844,1.5479839632348558e-14,-0.0,1.125,1392.5271,0.12840825
0.09361669271762516,0.026946360248872026,0.09361669271762516,1.3510246035830322,0.39571446759259266,0.04102460358303227,0.03304764983656554,1.31,1.31,0.0,-0.0,3.3049999999999997,1393.8586,0.06289658
0.09507730252786928,0.018051576615151083,0.09507730252786928,0.04505413885138508,0.3921108796296296,-3.9321362974161234e-11,0.02212420282503281,0.84,0.04505413889070645,0.7949458611092936,-0.0,-2.38,1394.7832,0.096070066
0.09933684449560928,0.02072586326963961,0.09933684449560928,4.986423882946585,0.3919487268518519,-0.003575817853833806,0.025354259526734892,4.99,4.989999700800419,2.9919958128898916e-7,-0.0,-0.42999999999999994,1397.4005,0.28486583
0.10946494723704016,0.01927657985305781,0.10946494723704016,6.83331370627583,0.3884644675925926,-5.714559651164268e-7,0.02348388999540676,6.84,6.8333142777317954,0.006685722268205134,-0.0,-1.4,1403.1986,0.28507623
0.11141099876912464,0.014781830808630558,0.11141099876912464,1.4206080756196115e-13,0.38799999999999996,-0.0,0.01799462056244132,1.99,1.4206080756196115e-13,1.9899999999998579,-0.0,-5.119999999999999,1404.251,3.5190237
0.11197788623468503,0.018796296348536926,0.11197788623468503,3.3934017991167984,0.3848466435185185,-6.319007382928435e-8,0.022876681187986025,3.43,3.393401862306872,0.03659813769312796,-0.0,-1.6400000000000001,1404.5541,5.810251
0.11841043581763533,0.02030209526708694,0.11841043581763533,3.5085091446765855,0.3840003472222222,-0.0014902230696404186,0.02465082218005117,3.51,3.509999367746226,6.322537737457611e-7,-0.0,-0.54,1407.8898,5.8138847
0.12287232600281417,0.022364524487385,0.12287232600281417,2.212818673867674,0.38166932870370374,2.0028186738676905,0.027112485985688828,0.21,0.2099999999999836,1.6425194537816878e-14,-0.0,0.925,1410.0988,5.3202243
